PathCode,StudentNum,TrainingNum,PredictorsNum,Target,Accuracy,Error
1105,43,21,12,m2019,0.692307692307692,0.307692307692308
1105,43,21,12,m2020,0.538461538461538,0.461538461538462
1105,43,21,12,m2021,0.615384615384615,0.384615384615385
1105,43,21,12,m2022,0.230769230769231,0.769230769230769
1105,43,21,12,m2066,0.384615384615385,0.615384615384615
1105,43,21,12,m2072,0.538461538461538,0.461538461538462
1105,43,21,12,m2076,0.307692307692308,0.692307692307692
1105,43,21,12,m2083,0.615384615384615,0.384615384615385
1105,43,21,12,m2086,0.538461538461538,0.461538461538462
1113,43,21,10,m2088,0.384615384615385,0.615384615384615
1113,43,21,10,m2089,0.461538461538462,0.538461538461538
1113,43,21,10,m2090,0.307692307692308,0.692307692307692
1113,43,21,10,m2093,0.692307692307692,0.307692307692308
1113,43,21,10,m2094,0.153846153846154,0.846153846153846
1113,43,21,10,m2095,0.384615384615385,0.615384615384615
1113,43,21,10,m2098,0.461538461538462,0.538461538461538
1113,43,21,10,m2099,0.538461538461538,0.461538461538462
1118,42,21,10,m2001,0.615384615384615,0.384615384615385
1118,42,21,10,m2005,0.461538461538462,0.538461538461538
1118,42,21,10,m2008,0.461538461538462,0.538461538461538
1118,42,21,10,m2026,0.461538461538462,0.538461538461538
1118,42,21,10,m2027,0.307692307692308,0.692307692307692
1118,42,21,10,m2028,0.461538461538462,0.538461538461538
1118,42,21,10,m2033,0.615384615384615,0.384615384615385
1118,42,21,10,m2071,0.461538461538462,0.538461538461538
1118,42,21,10,m2081,0.307692307692308,0.692307692307692
1118,42,21,10,m2082,0.538461538461538,0.461538461538462
1118,42,21,10,m2083,0.461538461538462,0.538461538461538
0670,40,20,8,m2001,0.75,0.25
0670,40,20,8,m2004,0.583333333333333,0.416666666666667
0670,40,20,8,m2007,0.583333333333333,0.416666666666667
0670,40,20,8,m2009,0.916666666666667,0.0833333333333334
0670,40,20,8,m2011,0.833333333333333,0.166666666666667
0670,40,20,8,m2048,0.583333333333333,0.416666666666667
0670,40,20,8,m2049,0.916666666666667,0.0833333333333334
0670,40,20,8,m2050,0.583333333333333,0.416666666666667
