PathCode,StudentNum,TrainingNum,PredictorsNum,Target,H,R2,MSE,RMSE,PredR2,PredMSE,PredRMSE
1105,43,21,12,m2076,1,0.466654963253709,54.9913805461539,7.41561734086609,0.11694217497455,130.013282853747,7.41561734086609
1105,43,21,12,m2083,6,0.733957163211314,54.0857244658795,7.35429972641036,-0.973701276088041,369.047102511137,7.35429972641036
1105,43,21,12,m2086,4,0.46796339377786,64.7009596183523,8.04369067147365,-0.849584916402694,190.824630783416,8.04369067147365
1113,43,21,10,m2088,5,0.875893829592384,41.9163665703691,6.47428502387477,0.226907636542647,89.6329690507892,6.47428502387477
1113,43,21,10,m2089,3,0.0237238608014748,239.198722994106,15.4660506592377,-0.956499404474591,212.019704695548,15.4660506592377
1113,43,21,10,m2090,6,0.931250962872658,11.9327126935948,3.45437587613085,-0.3693539735314,237.667992613154,3.45437587613085
1113,43,21,10,m2093,3,0.244140091691506,81.0192695368311,9.00107046616296,-5.26299318416231,355.915896690502,9.00107046616296
1113,43,21,10,m2094,5,0.691079763258819,69.8720134557503,8.35894810701384,-2.2615565136356,278.40955186809,8.35894810701384
1113,43,21,10,m2095,2,0.500124092258364,87.6743802993199,9.36345984662293,-0.226488534050119,102.734743716056,9.36345984662293
1113,43,21,10,m2098,10,0.468001178797104,143.026857685845,11.9593836666379,-0.211034746198036,186.900640534539,11.9593836666379
1113,43,21,10,m2099,2,0.573645095651131,55.2598494847453,7.43369689217588,-2.42995149457273,143.97678048816,7.43369689217588
1118,42,21,10,m2001,3,0.0881017108332776,229.029148544458,15.133709014794,-0.162421573614418,332.452570053724,15.133709014794
1118,42,21,10,m2005,2,-0.0819360877731052,101.45174852969,10.0723258748757,-3.21092122722075,190.214039340847,10.0723258748757
1118,42,21,10,m2008,8,0.27856915429924,157.383165400198,12.5452447325749,0.220303663198799,214.135063765035,12.5452447325749
1118,42,21,10,m2026,1,0.710666579225575,42.9630606031575,6.55462131653367,-0.0881544083440344,166.764492166334,6.55462131653367
1118,42,21,10,m2027,3,0.68444965541273,12.0510179218567,3.47145760767098,-1.29938572487785,161.446810718347,3.47145760767098
1118,42,21,10,m2028,5,-0.396243207828651,129.689148025118,11.3881143314035,-1.47837006256206,132.864099211907,11.3881143314035
1118,42,21,10,m2033,7,0.462401380671058,81.7393710277646,9.04098285739801,0.36951027589394,122.367236394549,9.04098285739801
1118,42,21,10,m2071,6,0.0125182760296088,162.475451000661,12.7465858566387,-0.380610268374377,210.73504427802,12.7465858566387
1118,42,21,10,m2081,6,0.66418867642715,68.205488100726,8.25866139884219,0.0709121091311444,185.553695222518,8.25866139884219
1118,42,21,10,m2082,2,0.196122584533945,222.526393130236,14.9173185636775,-0.116966354620017,139.336595787569,14.9173185636775
1118,42,21,10,m2083,1,0.373519176929007,59.4631163086295,7.71123312503451,-0.381606364835564,140.318885479513,7.71123312503451
0670,40,20,8,m2001,7,0.434105837756047,135.841478911255,11.6551052724227,-1.29845089804879,323.491002435797,11.6551052724227
0670,40,20,8,m2004,8,-1.07385243794128,238.798923597843,15.4531201897171,-0.952711666762175,272.67448746704,15.4531201897171
0670,40,20,8,m2007,6,0.240066748344663,117.417286713266,10.8359257432518,-0.0944614161824215,177.454757951578,10.8359257432518
0670,40,20,8,m2009,5,0.800334053263889,43.0854154813185,6.56394816260142,0.246852264918744,165.002116294052,6.56394816260142
0670,40,20,8,m2011,6,-0.444779392441189,352.421425249698,18.7728907004142,-1.3307933327796,213.397078467821,18.7728907004142
0670,40,20,8,m2048,8,-0.394729491475542,100.486773037084,10.0243091052244,0.378739176532987,107.111406001497,10.0243091052244
0670,40,20,8,m2049,8,-0.203376424066076,253.479209965278,15.921030430386,-6.83907058193033,639.973012230368,15.921030430386
0670,40,20,8,m2050,1,0.346658285713331,129.79286496019,11.392667157439,-0.83981954339143,242.805073629241,11.392667157439
